book_id,authors,average_rating,ratings_count,language_code
5064,Ken Follett,4.23,128715,eng
5068,Graham Swift,3.68,9349,
5084,"Julia Child, Alex Prud'Homme",4.16,63100,eng
5091,Stephen King,4.27,93296,en-US
5093,"Stephen King, Darrel Anderson",3.98,84957,eng
5094,Stephen King,4.23,139052,eng
5096,"Stephen King, Dave McKean",4.24,105026,eng
5107,J.D. Salinger,3.79,2044241,eng
5113,J.D. Salinger,3.98,152906,en-US
5114,J.D. Salinger,4.11,36751,eng
5128,Aldous Huxley,3.96,24213,eng
5129,Aldous Huxley,3.97,1022601,eng
5130,Aldous Huxley,3.87,14440,eng
5139,Lauren Weisberger,3.7,665930,eng
5148,John Knowles,3.56,155901,en-US
5157,Anna Quindlen,3.86,67753,eng
5158,Kaye Gibbons,3.67,21311,eng
5159,Alice Hoffman,3.68,38954,eng
5160,Maya Angelou,4.19,15962,eng
5161,Jacquelyn Mitchard,3.84,102733,en-US
5166,Chris Bohjalian,3.97,133155,en-US
5167,Lalita Tademy,4.04,38013,en-US
5168,Billie Letts,4.0,208333,en-US
5171,Christina Schwarz,3.73,67768,eng
5174,Ann-Marie MacDonald,3.95,50446,eng
5175,Pearl Cleage,3.7,17853,eng
5176,Sue Miller,3.67,52244,eng
5179,Melinda Haynes,3.67,17378,en-US
5180,Sheri Reynolds,3.8,30267,eng
5181,Bret Lott,3.64,31851,
5182,Mary McGarry Morris,3.68,27034,eng
5186,Edwidge Danticat,3.86,22123,eng
5187,Jane Hamilton,3.82,56842,en-US
5190,Elizabeth Berg,3.68,48639,eng
5191,Anita Shreve,3.5,71777,eng
5196,Maeve Binchy,3.88,60154,eng
5197,Ernest J. Gaines,3.93,40651,en-US
5198,Toni Morrison,3.77,17524,eng
5203,Wally Lamb,3.84,259576,en-US
5204,Joyce Carol Oates,3.7,77251,eng
5205,"Jane Hamilton, Frank  Muller, C.J. Critt",3.78,61347,en-GB
5211,Rohinton Mistry,4.34,99252,eng
5246,Edith Wharton,3.35,72421,eng
5289,"Oscar Wilde, Merlin Holland",4.45,10835,eng
5296,Oscar Wilde,4.03,29952,en-US
5297,"Oscar Wilde, Jeffrey Eugenides",4.06,590014,eng
5306,John Steinbeck,4.07,45856,eng
5308,John Steinbeck,3.41,133264,eng
5326,Charles Dickens,4.02,394540,
5338,"Charles Dickens, Michael Slater",4.13,28675,eng
5344,Charles Dickens,3.5,34675,eng
5345,John Grisham,3.79,43793,eng
5346,John Grisham,3.85,63114,eng
5347,John Grisham,3.46,27719,eng
5348,John Grisham,3.83,80377,
5349,John Grisham,3.91,137412,eng
5350,John Grisham,3.89,86870,
5351,John Grisham,3.81,80577,eng
5352,John Grisham,3.68,53304,eng
5354,John Grisham,3.71,69351,
5355,John Grisham,3.76,102715,eng
5356,John Grisham,3.67,61835,eng
5357,John Grisham,3.47,39486,eng
5358,John Grisham,3.99,488269,eng
5359,John Grisham,3.97,320083,eng
5360,John Grisham,3.67,59974,eng
5364,Diana Gabaldon,4.31,178110,eng
5367,Roger Zelazny,4.31,20748,eng
5368,Kathleen Winsor,3.98,13286,eng
5369,Steve Berry,3.83,16519,
5413,"Stephen King, Jerry N. Uelsmann",4.25,72797,eng
5417,Stephen King,4.52,11063,eng
5439,Jhumpa Lahiri,4.12,110651,eng
5452,Ann Brashares,3.82,56485,eng
5453,Ann Brashares,3.8,56113,eng
5454,Ann Brashares,3.78,67357,en-US
5470,"George Orwell, Erich Fromm, Celâl Üster",4.14,1956832,eng
5472,"George Orwell, Christopher Hitchens",4.26,116197,eng
5479,"Aldous Huxley, Christopher Hitchens",4.16,108124,eng
5481,Aldous Huxley,3.93,11073,en-US
5508,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",4.25,22725,
5509,"Miep Gies, Alison Leslie Gold",4.26,50412,eng
5517,Lorraine Hansberry,3.72,44237,
5526,Nicholas Sparks,4.01,441062,en-US
5527,Robert Penn Warren,4.08,42821,eng
5544,Richard Feynman,4.29,91625,en-US
5548,Richard Feynman,4.28,14948,eng
5552,Richard Feynman,4.23,10438,
5553,Richard Feynman,4.19,11867,eng
5559,"Jack Welch, John A. Byrne, Mike Barnicle",3.79,9781,eng
5571,"William McDonough, Michael Braungart",4.1,7625,en-US
5575,James Patterson,3.87,25426,eng
5659,"Kenneth Grahame, Gillian Avery",3.98,124612,eng
5693,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",4.36,23027,eng
5695,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",4.26,20615,eng
5697,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",4.47,9424,eng
5720,Tom Clancy,4.07,35278,en-US
5752,Steven Pinker,4.07,15647,eng
5755,Steven Pinker,4.05,12870,eng
5759,Chuck Palahniuk,4.2,365349,eng
5787,"Jorge Luis Borges, Andrew Hurley",4.39,16590,eng
5797,"William Makepeace Thackeray, John Carey",3.76,91323,eng
5805,"Alan Moore, David   Lloyd",4.25,210682,eng
5809,Thomas Pynchon,3.97,13485,fre
5826,Ann Patchett,3.92,192330,eng
5845,V.S. Naipaul,3.77,11011,eng
5849,V.S. Naipaul,3.82,13073,en-GB
5872,Pat Barker,4.03,17126,en-GB
5890,"Wilkie Collins, Matthew Sweet",3.98,93134,eng
5907,J.R.R. Tolkien,4.25,2071616,en-US
5932,"Pablo Neruda, W.S. Merwin, Cristina García",4.33,31606,eng
5936,"Pablo Neruda, Ilan Stavans",4.44,14596,en-US
5942,Michael Ondaatje,3.54,11184,eng
5946,Michael Ondaatje,3.88,11289,
5954,"Hermann Hesse, Ursule Molinaro",4.19,25544,eng
6138,"Wilkie Collins, Carolyn G. Heilbrun",3.9,50322,eng
6149,Toni Morrison,3.77,233825,eng
6150,Alan Paton,3.87,47389,eng
6159,Sherman Alexie,3.98,9919,eng
6174,"Primo Levi, Stuart J. Woolf, Philip Roth",4.28,25625,eng
6185,"Emily Brontë, Richard J. Dunn",3.82,899195,eng
6192,J.M. Coetzee,3.83,50422,eng
6193,J.M. Coetzee,3.85,10647,
6194,J.M. Coetzee,3.94,14830,eng
6259,Sebastian Faulks,4.07,49930,eng
6288,Cormac McCarthy,3.95,504793,eng
6294,Diana Wynne Jones,4.3,123945,eng
6295,"Allen Ginsberg, William Carlos Williams",4.14,71968,eng
6310,"Roald Dahl, Quentin Blake",4.1,453959,eng
6319,"Roald Dahl, Quentin Blake",4.22,245855,eng
6327,"Roald Dahl, Quentin Blake",4.17,221431,en-US
6328,"Roald Dahl, Quentin Blake",4.13,12674,
6334,Kazuo Ishiguro,3.8,294123,eng
6419,Janet Evanovich,3.7,43643,en-US
6420,Janet Evanovich,3.68,62726,en-US
6422,Janet Evanovich,4.17,106871,en-US
6423,Janet Evanovich,4.17,92737,eng
6424,Janet Evanovich,4.15,94506,en-US
6425,"Janet Evanovich, Lorelei King",4.17,93057,en-US
6426,Janet Evanovich,3.66,20983,en-US
6427,Janet Evanovich,4.11,116171,eng
6440,Walter Scott,3.75,65828,eng
6462,Joseph J. Ellis,3.9,27178,eng
6514,Sylvia Plath,3.98,401605,en-US
6520,James Frey,3.83,34996,
6526,Patricia Cornwell,3.63,20962,en-US
6528,Patricia Cornwell,3.67,21668,en-US
6530,Patricia Cornwell,3.76,23287,eng
6531,Patricia Cornwell,4.02,48683,en-GB
6534,Patricia Cornwell,4.01,167379,eng
6537,Patricia Cornwell,4.02,41377,eng
6538,Patricia Cornwell,3.44,28506,eng
6539,Patricia Cornwell,4.04,51115,eng
6541,Patricia Cornwell,3.93,35742,en-US
6551,"Saul Bellow, Philip Roth",3.79,14324,eng
6554,John Saul,3.92,17338,
6572,John Saul,3.9,24533,en-US
6588,James Patterson,3.97,37060,en-US
6596,Miguel Ruiz,4.12,97016,
6613,Candace Bushnell,2.8,22278,
6614,Candace Bushnell,3.39,35792,eng
6628,Jasper Fforde,3.92,24870,en-US
6656,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",4.06,74130,eng
6667,"Roald Dahl, Quentin Blake",4.09,38240,eng
6670,"Roald Dahl, Quentin Blake",3.66,19018,eng
6671,Roald Dahl,4.15,13419,eng
6678,"Roald Dahl, Quentin Blake",4.04,14086,eng
6687,"Roald Dahl, Quentin Blake",3.64,62359,
6689,"Roald Dahl, Quentin Blake",3.99,270402,eng
6690,"Roald Dahl, Quentin Blake",4.07,39802,
6693,"Roald Dahl, Quentin Blake",4.03,66015,eng
6694,"Roald Dahl, Quentin Blake",3.8,14180,eng
6697,Rebecca Wells,3.55,25045,
6708,Eckhart Tolle,4.1,104549,eng
6709,Eckhart Tolle,4.25,29256,
6748,David Foster Wallace,4.28,23272,en-GB
6749,David Foster Wallace,4.07,9196,en-US
6750,David Foster Wallace,3.84,13011,
6751,David Foster Wallace,4.25,26551,eng
6753,David Foster Wallace,3.88,15555,eng
6759,David Foster Wallace,4.31,46742,en-US
6819,David Mitchell,4.06,17900,eng
6820,David Mitchell,3.92,13726,
6853,Janet Evanovich,4.03,391007,en-US
6854,Janet Evanovich,4.14,113400,en-US
6858,Janet Evanovich,4.18,99329,eng
6862,Ian McEwan,3.41,30469,
6867,Ian McEwan,3.88,347006,eng
6870,Ian McEwan,3.62,26390,eng
6872,Ian McEwan,3.44,8843,eng
6882,Henri Charrière,4.23,39073,
6900,"Mitch Albom, Saulius Dagys",4.06,556518,eng
6952,"Laura Esquivel, Thomas  Christensen, Carol Christensen",3.94,263199,en-US
6969,"Jane Austen, Fiona Stafford",3.99,459826,eng
6976,Sue Monk Kidd,3.1,62760,eng
7035,Alexander McCall Smith,3.97,29574,eng
7036,Alexander McCall Smith,3.99,26837,eng
7039,Alexander McCall Smith,3.95,35205,en-GB
7053,Alexander McCall Smith,4.07,19839,eng
7058,Alexander McCall Smith,4.06,18329,en-US
7061,Alexander McCall Smith,3.75,180320,eng
7062,Adam Gopnik,3.75,11065,eng
7069,John Irving,4.07,167106,eng
7073,John Irving,3.61,14878,
7081,John Scalzi,3.97,11476,en-US
7082,"Philip K. Dick, Roger Zelazny",4.08,223828,eng
7126,"Alexandre Dumas, Robin Buss",4.21,555822,eng
7144,"Fyodor Dostoyevsky, David McDuff",4.18,380903,eng
7184,"Alexandre Dumas, David Coward, Auguste Maquet",4.01,14539,
7186,"Alexandre Dumas fils, David Coward",3.97,13562,eng
7190,Alexandre Dumas,4.06,195274,
7194,"Arturo Pérez-Reverte, Sonia Soto",3.82,24090,eng
7199,Ann-Marie MacDonald,4.08,10227,en-US
7201,Jeffrey Archer,4.05,14415,
7214,Donald Miller,3.92,82090,en-US
7244,Barbara Kingsolver,4.02,546502,eng
7252,"Jenna Jameson, Neil Strauss",3.75,9531,eng
7329,"J.R.R. Tolkien, Christopher Tolkien",3.93,18402,
7332,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",3.87,134106,eng
7354,Annie Proulx,3.83,103151,eng
7389,"Brian K. Vaughan, Adrian Alphona",4.02,18111,eng
7432,Jacqueline Winspear,4.09,17947,en-US
7433,Jacqueline Winspear,3.99,12454,
7437,"William S. Burroughs, James Grauerholz, Barry  Miles",3.46,55473,en-US
7442,Tom Wolfe,3.92,54848,en-US
7445,Jeannette Walls,4.24,621099,eng
7455,Candace Bushnell,3.37,39710,
7493,Joseph J. Ellis,3.92,31610,en-GB
7494,James Patterson,4.16,121398,eng
7510,"James Patterson, Peter de Jonge",3.82,68676,eng
7520,Brad Thor,4.17,12652,eng
7531,Laurie Notaro,3.89,15198,en-GB
7572,Tom Robbins,3.74,40840,eng
7579,Lama Surya Das,4.18,9912,en-US
7588,"James Joyce, Seamus Deane",3.6,92569,eng
7603,Azar Nafisi,3.57,94696,eng
7604,"Vladimir Nabokov, Craig Raine",3.88,469836,eng
7613,George Orwell,3.87,1881700,eng
7624,William Golding,3.64,1605019,eng
7628,"Ford Madox Ford, Kenneth Womack, William Baker",3.72,14471,
7661,Michael Crichton,3.48,53487,en-US
7663,"Jeffery Hudson, Michael Crichton",3.6,14109,en-US
7667,Michael Crichton,3.66,59229,eng
7668,Michael Crichton,3.61,38179,eng
7669,Michael Crichton,3.83,148563,en-US
7670,Michael Crichton,3.87,173186,
7672,Michael Crichton,3.55,129811,eng
7673,Michael Crichton,3.64,24885,
7675,Michael Crichton,3.76,57818,
7677,Michael Crichton,3.96,447833,spa
7679,Michael Crichton,3.34,19072,eng
7682,Michael Crichton,3.84,17309,
7707,"George Bernard Shaw, Alan Jay Lerner",4.24,13318,
7714,George Bernard Shaw,3.9,70079,en-US
7723,"Franz Kafka, Jason Baker, Donna Freed",4.01,29817,eng
7728,"Sophocles, J.E. Thomas",3.6,67608,eng
7733,"Jonathan Swift, Robert DeMaria Jr.",3.55,168727,eng
7742,Sena Jeter Naslund,4.02,34603,en-US
7745,"Hunter S. Thompson, Ralph Steadman",4.08,232489,eng
7748,Hunter S. Thompson,4.1,15306,en-US
7763,Amy Tan,3.9,515090,eng
7769,Dr. Seuss,4.07,27116,eng
7770,Dr. Seuss,4.12,117582,
7779,Dr. Seuss,4.16,80883,eng
7780,"Dr. Seuss, Maurice Sendak, Audrey Geisel",4.05,8461,
7784,Dr. Seuss,4.35,226564,eng
7785,Dr. Seuss,4.17,13821,en-GB
7788,"Dr. Seuss, Various",4.41,46279,
7797,"Theo LeSieg, Roy McKie",4.11,28034,eng
7805,Vladimir Nabokov,4.19,26377,eng
7815,Joan Didion,3.86,94590,eng
7869,Robert Ludlum,3.98,327122,eng
7882,"Laura Ingalls Wilder, Garth Williams",4.19,74666,
7909,"Maud Hart Lovelace, Lois Lenski",4.07,18024,en-US
7911,Margaret Sidney,4.03,19780,eng
7926,Sydney Taylor,4.23,18383,eng
7967,Orson Scott Card,4.04,164287,en-US
7968,Orson Scott Card,3.78,16704,en-US
7973,Orson Scott Card,3.89,21889,
7979,Brian Jacques,3.95,17476,
7980,Brian Jacques,3.99,15605,
7981,"Brian Jacques, Allan Curless",4.1,15343,
7983,"Brian Jacques, Gary Chalk",4.05,23723,en-US
7987,Brian Jacques,3.99,12658,
7993,"Brian Jacques, Gary Chalk",3.96,21214,
7996,Brian Jacques,4.11,73918,eng
7998,Brian Jacques,3.9,15874,en-US
7999,Brian Jacques,3.99,13426,
8073,"Judi Barrett, Ron Barrett",4.15,104677,eng
8087,Robin McKinley,3.88,15982,en-US
8088,Robin McKinley,3.85,27918,en-US
8089,Robin McKinley,3.77,15696,eng
8127,L.M. Montgomery,4.23,502247,eng
8155,Barbara Taylor Bradford,4.16,31309,eng
8172,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",4.12,9253,en-GB
8248,"Laura Ingalls Wilder, Garth Williams",4.16,51640,
8252,"Laura Ingalls Wilder, Garth Williams",4.05,39863,
8253,"Laura Ingalls Wilder, Garth Williams",4.18,63615,en-GB
8282,"Laura Ingalls Wilder, Garth Williams",4.16,54443,
8296,"Laura Ingalls Wilder, Garth Williams",3.88,24180,eng
8337,"Laura Ingalls Wilder, Garth Williams",4.16,165127,eng
8492,Frank E. Peretti,3.92,11708,en-US
8515,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",4.1,9021,en-US
8600,Lynne Truss,3.86,79117,en-US
8646,Mary Lawson,3.85,12220,eng
8647,Orson Scott Card,3.98,37479,eng
8648,Orson Scott Card,3.77,104467,eng
8650,Michael Crichton,3.72,83389,eng
8676,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",4.21,18588,
8680,Tom Robbins,4.01,22847,en-US
8682,Tom Robbins,4.24,48277,eng
8694,Douglas Adams,4.19,131562,eng
8695,Douglas Adams,4.22,153838,eng
8696,"Douglas Adams, Mark Carwardine",4.33,13860,
8698,Douglas Adams,4.08,93774,eng
8725,Ruth Reichl,4.02,16021,eng
8732,John Steinbeck,3.42,37535,
8745,"Waris Dirie, Cathleen Miller",4.09,9609,eng
8765,Nora Ephron,3.65,29749,en-US
8852,William Shakespeare,3.88,496018,eng
8908,Max Brooks,4.01,312969,en-US
8909,"H.G. Wells, Arthur C. Clarke",3.8,159752,eng
8914,John Keegan,4.0,9162,
8921,"Arthur Conan Doyle, Anne Perry",4.09,154517,eng
8948,Darren Shan,4.22,14997,
8949,Darren Shan,4.22,15794,eng
8951,Darren Shan,4.19,16803,
8952,Darren Shan,4.22,18194,
8953,Rodman Philbrick,3.98,34587,eng
8957,Darren Shan,4.14,26287,
8960,Darren Shan,4.16,23847,eng
8962,Darren Shan,4.07,38753,
8963,Darren Shan,4.17,19326,
8964,"D.C. Talk, The Voice of the Martyrs",4.2,17602,eng
8965,Darren Shan,4.12,29943,
8966,Darren Shan,4.19,18649,
8967,Darren Shan,4.25,22157,
8968,Darren Shan,4.23,20877,
9010,Tucker Max,3.51,46092,
9013,Slavomir Rawicz,4.18,10188,eng
9014,"Richard Bachman, Stephen King",4.11,71775,eng
9282,Nicholas Evans,4.05,25668,eng
9298,Marian Keyes,3.78,32255,en-US
9300,Marian Keyes,3.79,55841,
9301,Marian Keyes,3.93,48663,eng
9302,Marian Keyes,3.77,32185,
9303,Marian Keyes,3.74,38473,en-US
9328,"Isabel Allende, Magda Bogin",4.2,119930,en-US
9355,John Irving,3.61,20784,eng
9370,Tom Robbins,4.03,32991,
9375,Fannie Flagg,4.26,207508,
9416,Sophie Kinsella,3.61,543658,eng
9417,Sophie Kinsella,3.64,69007,eng
9418,Sophie Kinsella,3.75,93498,en-US
9419,Sophie Kinsella,3.77,88139,eng
9420,Sophie Kinsella,3.77,98130,eng
9454,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",3.91,11744,eng
9475,Jenny Nimmo,3.79,32917,en-US
9503,Amy Tan,3.41,24579,eng
9516,"Marjane Satrapi, Mattias Ripa",4.23,117103,eng
9517,"Marjane Satrapi, Anjali Singh",4.23,45718,eng
9522,Marjane Satrapi,4.27,46993,fre
9526,"Marjane Satrapi, Anjali Singh",3.82,11879,eng
9530,Robert Kurson,4.26,16917,eng
9531,"Dave Barry, Ridley Pearson, Greg Call",4.15,29555,en-US
9532,Orson Scott Card,4.3,115521,eng
9534,Orson Scott Card,3.93,58991,en-US
9539,Robert Jordan,4.21,122524,en-US
9549,Steve Perry,3.81,12927,eng
9555,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",3.88,23950,eng
9557,"Haruki Murakami, Philip Gabriel",3.82,62229,eng
9566,Tom Robbins,4.04,56802,eng
9567,Tom Robbins,3.73,17053,
9569,Tom Robbins,3.65,14206,
9570,Tom Robbins,3.97,25777,en-US
9589,Kurt Vonnegut Jr.,3.81,23046,
9590,Kurt Vonnegut Jr.,3.94,40353,eng
9592,Kurt Vonnegut Jr.,4.21,52249,en-US
9593,Kurt Vonnegut Jr.,3.87,48330,
9594,Kurt Vonnegut Jr.,3.71,23562,eng
9595,Kurt Vonnegut Jr.,3.87,27371,eng
9597,Kurt Vonnegut Jr.,3.85,34362,eng
9598,Kurt Vonnegut Jr.,3.8,19212,eng
9601,Kurt Vonnegut Jr.,4.02,27011,en-US
9646,"George Orwell, Lionel Trilling",4.14,22227,eng
9648,George Orwell,3.87,9599,eng
9650,George Orwell,3.84,12119,
9654,Erica Jong,3.44,13061,en-US
9712,"Gabriel García Márquez, Edith Grossman",3.89,283806,eng
9717,"Milan Kundera, Michael Henry Heim",4.08,205279,eng
9742,Barack Obama,3.69,110873,en-US
9762,"Byron Katie, Stephen Mitchell",4.15,12568,
9777,Arundhati Roy,3.91,165378,eng
9784,D.H. Lawrence,3.66,22372,eng
9791,Bill Bryson,4.05,250192,eng
9799,Jonathan Lethem,3.87,15100,eng
9804,"Italo Calvino, Archibald Colquhoun",4.06,13221,eng
9809,"Italo Calvino, William Weaver",4.19,32253,eng
9820,Wallace Stegner,4.16,25578,eng
9822,Robert C. O'Brien,4.13,135978,
9827,James Clavell,4.1,25071,eng
9833,"Haruki Murakami, Philip Gabriel, Jay Rubin",3.83,19216,eng
9838,"Åsne Seierstad, Ingrid Christopherson",3.76,30531,en-US
9844,Curtis Sittenfeld,3.36,50598,eng
9854,"Jeffrey D. Sachs, Bono",3.66,7917,
9864,Salman Rushdie,3.77,8673,eng
9865,Salman Rushdie,3.92,9459,eng
9912,Bret Easton Ellis,3.71,29456,eng
9913,Bret Easton Ellis,3.47,14947,eng
9914,Bret Easton Ellis,3.39,12898,en-GB
9915,Bret Easton Ellis,3.58,45978,eng
9943,Francine Rivers,4.26,29250,en-US
9957,Ian McEwan,3.57,14418,eng
9998,"Kōbō Abe, E. Dale Saunders",3.91,11467,eng
